person_id,age_band,gender,region,education,policy_support_0_10,selection_propensity,sampled,poststrat_weight,raked_weight
P45464,18-29,Man,North,Degree,5.4,0.053563,1,0.8527935222672065,0.7485652746153514
P45555,45-59,Woman,Midlands,No degree,5.9,0.043192,1,0.8886324786324786,0.9320604576512047
P45569,45-59,Woman,North,No degree,4.5,0.043192,1,0.8886324786324786,0.9125361920115775
P45590,45-59,Man,South,Degree,8.5,0.061237,1,0.6375257731958762,0.593083312363701
P45624,30-44,Man,Scotland/Wales,No degree,3.3,0.033374,1,1.0373821989528795,1.2103502094829488
P45625,30-44,Woman,North,Degree,6.5,0.057214,1,0.6961,0.6597082290664027
P45650,18-29,Woman,Midlands,No degree,7.8,0.034173,1,1.099366515837104,1.2251602727276898
P45653,30-44,Woman,Scotland/Wales,Degree,5.7,0.052804,1,0.6961,0.7553388210528066
P45673,45-59,Man,North,Degree,7.1,0.061237,1,0.6375257731958762,0.5694831182261657
P45719,45-59,Man,North,Degree,7.2,0.061237,1,0.6375257731958762,0.5694831182261657
P45735,30-44,Man,London,Degree,6.1,0.063968,1,0.6961,0.5766006518454402
P45744,45-59,Man,Scotland/Wales,No degree,4.8,0.038239,1,0.8886324786324786,1.0448164522935846
P45745,18-29,Man,Scotland/Wales,No degree,6.5,0.029482,1,1.099366515837104,1.3733740114543207
P45793,30-44,Man,Midlands,Degree,6.7,0.057214,1,0.6961,0.6738230869993773
P45809,18-29,Man,Midlands,No degree,5.4,0.034173,1,1.099366515837104,1.2251602727276898
P45820,30-44,Woman,North,No degree,3.2,0.038239,1,1.0373821989528795,1.0571123461325747
P45848,60+,Woman,Scotland/Wales,No degree,7.9,0.015204,1,2.3322522522522524,2.312910485342466
P45861,45-59,Man,North,No degree,3.0,0.043192,1,0.8886324786324786,0.9125361920115775
P45878,45-59,Woman,Scotland/Wales,No degree,6.3,0.038239,1,0.8886324786324786,1.0448164522935846
P45907,18-29,Non-binary / other,London,Degree,4.4,0.060918,1,0.8527935222672065,0.6542638188747341
P45986,30-44,Man,South,Degree,3.7,0.057214,1,0.6961,0.6870474807172545
P45990,18-29,Woman,London,Degree,5.4,0.060918,1,0.8527935222672065,0.6542638188747341
P45993,30-44,Man,Midlands,Degree,7.8,0.057214,1,0.6961,0.6738230869993773
P46010,60+,Woman,North,No degree,5.0,0.01841,1,2.3322522522522524,2.0200816345539305
P46012,45-59,Woman,North,Degree,5.9,0.061237,1,0.6375257731958762,0.5694831182261657
P46052,45-59,Woman,South,No degree,7.9,0.043192,1,0.8886324786324786,0.9503529957055676
P46061,18-29,Woman,London,Degree,5.3,0.060918,1,0.8527935222672065,0.6542638188747341
P46181,30-44,Man,South,Degree,6.5,0.057214,1,0.6961,0.6870474807172545
P46194,45-59,Woman,South,No degree,5.7,0.043192,1,0.8886324786324786,0.9503529957055676
P46199,30-44,Woman,London,Degree,8.2,0.063968,1,0.6961,0.5766006518454402
P46203,30-44,Woman,South,No degree,5.1,0.038239,1,1.0373821989528795,1.1009205922340977
P46214,18-29,Woman,North,No degree,5.8,0.034173,1,1.099366515837104,1.1994963209748883
P46221,18-29,Woman,North,No degree,3.9,0.034173,1,1.099366515837104,1.1994963209748883
P46223,45-59,Woman,South,Degree,4.2,0.061237,1,0.6375257731958762,0.593083312363701
P46233,30-44,Woman,London,Degree,6.0,0.063968,1,0.6961,0.5766006518454402
P46236,45-59,Woman,London,No degree,3.9,0.05165,1,0.8886324786324786,0.7975782928932811
P46246,60+,Man,North,No degree,5.2,0.01841,1,2.3322522522522524,2.0200816345539305
P46295,18-29,Woman,Midlands,Degree,7.1,0.053563,1,0.8527935222672065,0.7645812829645364
P46337,18-29,Man,North,No degree,4.7,0.034173,1,1.099366515837104,1.1994963209748883
P46371,30-44,Man,South,Degree,5.5,0.057214,1,0.6961,0.6870474807172545
P46381,60+,Woman,London,Degree,8.3,0.044016,1,0.9024852071005918,1.1018510866192461
P46428,45-59,Man,North,No degree,6.3,0.043192,1,0.8886324786324786,0.9125361920115775
P46468,30-44,Man,Midlands,No degree,5.8,0.038239,1,1.0373821989528795,1.0797299063318317
P46474,60+,Man,London,Degree,10.0,0.044016,1,0.9024852071005918,1.1018510866192461
P46512,30-44,Woman,North,No degree,5.8,0.038239,1,1.0373821989528795,1.0571123461325747
P46592,30-44,Man,North,Degree,7.6,0.057214,1,0.6961,0.6597082290664027
P46595,45-59,Man,Scotland/Wales,No degree,7.1,0.038239,1,0.8886324786324786,1.0448164522935846
P46600,30-44,Man,North,No degree,3.9,0.038239,1,1.0373821989528795,1.0571123461325747
P46627,30-44,Man,Midlands,Degree,5.2,0.057214,1,0.6961,0.6738230869993773
P46656,30-44,Man,South,Degree,5.8,0.057214,1,0.6961,0.6870474807172545
P46658,30-44,Woman,London,Degree,9.2,0.063968,1,0.6961,0.5766006518454402
P46691,18-29,Man,London,Degree,7.6,0.060918,1,0.8527935222672065,0.6542638188747341
P46764,18-29,Woman,Midlands,No degree,5.0,0.034173,1,1.099366515837104,1.2251602727276898
P46829,60+,Man,North,Degree,8.2,0.035381,1,0.9024852071005918,1.2606649450048188
P46841,45-59,Man,North,Degree,6.7,0.061237,1,0.6375257731958762,0.5694831182261657
P46874,18-29,Woman,London,No degree,6.4,0.042779,1,1.099366515837104,1.0483882572438128
P46897,45-59,Man,Midlands,Degree,6.0,0.061237,1,0.6375257731958762,0.5816675551557531
P46912,30-44,Man,South,No degree,8.3,0.038239,1,1.0373821989528795,1.1009205922340977
P46915,45-59,Woman,Midlands,No degree,5.1,0.043192,1,0.8886324786324786,0.9320604576512047
P46921,30-44,Woman,London,Degree,3.9,0.063968,1,0.6961,0.5766006518454402
P46946,30-44,Man,Scotland/Wales,Degree,6.2,0.052804,1,0.6961,0.7553388210528066
P46970,30-44,Man,North,No degree,3.3,0.038239,1,1.0373821989528795,1.0571123461325747
P46996,30-44,Man,North,No degree,4.3,0.038239,1,1.0373821989528795,1.0571123461325747
P47002,60+,Woman,North,No degree,8.7,0.01841,1,2.3322522522522524,2.0200816345539305
P47006,60+,Man,North,Degree,3.9,0.035381,1,0.9024852071005918,1.2606649450048188
P47061,18-29,Woman,South,Degree,7.0,0.053563,1,0.8527935222672065,0.7795868891990588
P47149,30-44,Woman,South,Degree,5.7,0.057214,1,0.6961,0.6870474807172545
P47154,45-59,Woman,London,Degree,10.0,0.067212,1,0.6375257731958762,0.49774176327748904
P47168,18-29,Man,North,Degree,7.3,0.053563,1,0.8527935222672065,0.7485652746153514
P47206,45-59,Woman,South,No degree,7.6,0.043192,1,0.8886324786324786,0.9503529957055676
P47233,30-44,Woman,South,No degree,4.5,0.038239,1,1.0373821989528795,1.1009205922340977
P47250,18-29,Man,North,Degree,7.4,0.053563,1,0.8527935222672065,0.7485652746153514
P47294,45-59,Woman,Midlands,Degree,9.8,0.061237,1,0.6375257731958762,0.5816675551557531
P47327,45-59,Woman,Midlands,No degree,6.0,0.043192,1,0.8886324786324786,0.9320604576512047
P47332,30-44,Woman,South,No degree,5.1,0.038239,1,1.0373821989528795,1.1009205922340977
P47357,45-59,Woman,Midlands,No degree,5.1,0.043192,1,0.8886324786324786,0.9320604576512047
P47403,18-29,Woman,North,Degree,4.2,0.053563,1,0.8527935222672065,0.7485652746153514
P47419,30-44,Woman,North,No degree,6.2,0.038239,1,1.0373821989528795,1.0571123461325747
P47472,45-59,Non-binary / other,Scotland/Wales,No degree,4.1,0.038239,1,0.8886324786324786,1.0448164522935846
P47473,18-29,Man,Midlands,No degree,2.9,0.034173,1,1.099366515837104,1.2251602727276898
P47474,30-44,Man,Midlands,No degree,3.4,0.038239,1,1.0373821989528795,1.0797299063318317
P47524,30-44,Woman,North,Degree,6.1,0.057214,1,0.6961,0.6597082290664027
P47559,18-29,Woman,South,No degree,5.5,0.034173,1,1.099366515837104,1.249205162442292
P47567,30-44,Woman,London,Degree,5.5,0.063968,1,0.6961,0.5766006518454402
P47575,60+,Man,North,No degree,3.7,0.01841,1,2.3322522522522524,2.0200816345539305
P47586,18-29,Woman,Scotland/Wales,Degree,4.0,0.048894,1,0.8527935222672065,0.8570764879031357
P47648,45-59,Man,North,Degree,8.3,0.061237,1,0.6375257731958762,0.5694831182261657
P47790,30-44,Man,Scotland/Wales,No degree,3.3,0.033374,1,1.0373821989528795,1.2103502094829488
P47805,60+,Man,London,Degree,6.8,0.044016,1,0.9024852071005918,1.1018510866192461
P47822,45-59,Non-binary / other,Midlands,No degree,4.8,0.043192,1,0.8886324786324786,0.9320604576512047
P47845,30-44,Woman,South,No degree,6.9,0.038239,1,1.0373821989528795,1.1009205922340977
P47847,30-44,Woman,Scotland/Wales,Degree,7.3,0.052804,1,0.6961,0.7553388210528066
P47852,45-59,Man,London,No degree,4.9,0.05165,1,0.8886324786324786,0.7975782928932811
P47869,18-29,Woman,London,Degree,3.9,0.060918,1,0.8527935222672065,0.6542638188747341
P47875,18-29,Man,South,No degree,6.3,0.034173,1,1.099366515837104,1.249205162442292
P47882,45-59,Woman,North,No degree,8.2,0.043192,1,0.8886324786324786,0.9125361920115775
P47892,30-44,Woman,North,No degree,4.3,0.038239,1,1.0373821989528795,1.0571123461325747
P47931,60+,Man,North,Degree,8.5,0.035381,1,0.9024852071005918,1.2606649450048188
P47936,30-44,Woman,Midlands,Degree,5.5,0.057214,1,0.6961,0.6738230869993773
P48010,60+,Woman,Midlands,Degree,3.6,0.035381,1,0.9024852071005918,1.2876376365915312
P48015,45-59,Woman,Midlands,No degree,4.0,0.043192,1,0.8886324786324786,0.9320604576512047
P48023,60+,Man,North,Degree,5.8,0.035381,1,0.9024852071005918,1.2606649450048188
P48040,30-44,Man,North,Degree,4.6,0.057214,1,0.6961,0.6597082290664027
P48067,30-44,Woman,Midlands,Degree,7.1,0.057214,1,0.6961,0.6738230869993773
P48076,45-59,Woman,Scotland/Wales,Degree,8.6,0.057214,1,0.6375257731958762,0.6520347756449332
P48110,45-59,Woman,South,No degree,5.6,0.043192,1,0.8886324786324786,0.9503529957055676
P48115,30-44,Man,Scotland/Wales,No degree,3.8,0.033374,1,1.0373821989528795,1.2103502094829488
P48183,45-59,Woman,South,No degree,6.7,0.043192,1,0.8886324786324786,0.9503529957055676
P48213,18-29,Man,South,No degree,7.9,0.034173,1,1.099366515837104,1.249205162442292
P48225,30-44,Woman,London,Degree,4.4,0.063968,1,0.6961,0.5766006518454402
P48305,45-59,Woman,Scotland/Wales,No degree,3.1,0.038239,1,0.8886324786324786,1.0448164522935846
P48322,30-44,Man,Scotland/Wales,No degree,5.0,0.033374,1,1.0373821989528795,1.2103502094829488
P48385,18-29,Woman,London,Degree,7.6,0.060918,1,0.8527935222672065,0.6542638188747341
P48390,30-44,Man,North,Degree,6.6,0.057214,1,0.6961,0.6597082290664027
P48495,45-59,Woman,Midlands,No degree,8.9,0.043192,1,0.8886324786324786,0.9320604576512047
P48513,30-44,Man,London,Degree,5.1,0.063968,1,0.6961,0.5766006518454402
P48532,60+,Woman,South,No degree,5.1,0.01841,1,2.3322522522522524,2.1037967039270837
P48572,30-44,Man,South,No degree,5.4,0.038239,1,1.0373821989528795,1.1009205922340977
P48601,18-29,Man,London,Degree,4.4,0.060918,1,0.8527935222672065,0.6542638188747341
P48659,30-44,Woman,Scotland/Wales,No degree,3.0,0.033374,1,1.0373821989528795,1.2103502094829488
P48670,30-44,Woman,South,Degree,3.5,0.057214,1,0.6961,0.6870474807172545
P48707,45-59,Man,Scotland/Wales,No degree,4.4,0.038239,1,0.8886324786324786,1.0448164522935846
P48817,45-59,Woman,Midlands,No degree,5.2,0.043192,1,0.8886324786324786,0.9320604576512047
P48835,30-44,Woman,North,No degree,3.2,0.038239,1,1.0373821989528795,1.0571123461325747
P48860,30-44,Woman,Midlands,No degree,7.7,0.038239,1,1.0373821989528795,1.0797299063318317
P48867,18-29,Man,Scotland/Wales,Degree,2.7,0.048894,1,0.8527935222672065,0.8570764879031357
P48925,30-44,Man,North,No degree,7.9,0.038239,1,1.0373821989528795,1.0571123461325747
P48931,30-44,Man,South,No degree,6.8,0.038239,1,1.0373821989528795,1.1009205922340977
P49019,18-29,Man,Midlands,No degree,3.5,0.034173,1,1.099366515837104,1.2251602727276898
P49027,45-59,Woman,North,No degree,7.7,0.043192,1,0.8886324786324786,0.9125361920115775
P49032,45-59,Man,Scotland/Wales,Degree,5.4,0.057214,1,0.6375257731958762,0.6520347756449332
P49056,30-44,Man,South,Degree,7.6,0.057214,1,0.6961,0.6870474807172545
P49073,18-29,Man,Midlands,No degree,3.8,0.034173,1,1.099366515837104,1.2251602727276898
P49077,30-44,Man,North,Degree,5.8,0.057214,1,0.6961,0.6597082290664027
P49087,60+,Woman,London,Degree,5.4,0.044016,1,0.9024852071005918,1.1018510866192461
P49126,30-44,Woman,North,No degree,5.6,0.038239,1,1.0373821989528795,1.0571123461325747
P49145,30-44,Woman,South,Degree,5.8,0.057214,1,0.6961,0.6870474807172545
P49153,45-59,Man,Midlands,No degree,5.0,0.043192,1,0.8886324786324786,0.9320604576512047
P49176,45-59,Woman,South,Degree,7.2,0.061237,1,0.6375257731958762,0.593083312363701
P49195,30-44,Man,Scotland/Wales,No degree,4.2,0.033374,1,1.0373821989528795,1.2103502094829488
P49287,18-29,Man,Midlands,No degree,7.0,0.034173,1,1.099366515837104,1.2251602727276898
P49290,60+,Woman,London,Degree,6.6,0.044016,1,0.9024852071005918,1.1018510866192461
P49300,30-44,Woman,Scotland/Wales,Degree,8.3,0.052804,1,0.6961,0.7553388210528066
P49314,45-59,Woman,London,No degree,5.7,0.05165,1,0.8886324786324786,0.7975782928932811
P49316,45-59,Man,South,Degree,5.4,0.061237,1,0.6375257731958762,0.593083312363701
P49336,45-59,Woman,North,No degree,7.3,0.043192,1,0.8886324786324786,0.9125361920115775
P49353,45-59,Man,Midlands,Degree,6.7,0.061237,1,0.6375257731958762,0.5816675551557531
P49370,18-29,Woman,North,No degree,4.6,0.034173,1,1.099366515837104,1.1994963209748883
P49407,60+,Man,London,Degree,6.7,0.044016,1,0.9024852071005918,1.1018510866192461
P49467,30-44,Man,Midlands,Degree,3.9,0.057214,1,0.6961,0.6738230869993773
P49500,30-44,Man,Midlands,Degree,4.6,0.057214,1,0.6961,0.6738230869993773
P49512,45-59,Woman,South,Degree,3.1,0.061237,1,0.6375257731958762,0.593083312363701
P49611,45-59,Woman,North,No degree,5.1,0.043192,1,0.8886324786324786,0.9125361920115775
P49629,18-29,Woman,North,Degree,6.9,0.053563,1,0.8527935222672065,0.7485652746153514
P49659,30-44,Woman,South,No degree,6.3,0.038239,1,1.0373821989528795,1.1009205922340977
P49729,60+,Woman,London,Degree,5.8,0.044016,1,0.9024852071005918,1.1018510866192461
P49730,30-44,Woman,North,Degree,4.8,0.057214,1,0.6961,0.6597082290664027
P49736,45-59,Man,North,No degree,5.9,0.043192,1,0.8886324786324786,0.9125361920115775
P49755,30-44,Man,North,Degree,10.0,0.057214,1,0.6961,0.6597082290664027
P49841,30-44,Man,South,No degree,6.9,0.038239,1,1.0373821989528795,1.1009205922340977
P49848,18-29,Man,South,Degree,4.0,0.053563,1,0.8527935222672065,0.7795868891990588
P49862,60+,Woman,North,Degree,7.5,0.035381,1,0.9024852071005918,1.2606649450048188
P49885,18-29,Woman,London,No degree,3.0,0.042779,1,1.099366515837104,1.0483882572438128
P49981,30-44,Man,London,Degree,6.8,0.063968,1,0.6961,0.5766006518454402
P49982,18-29,Woman,North,No degree,7.0,0.034173,1,1.099366515837104,1.1994963209748883
P49996,18-29,Man,London,No degree,4.3,0.042779,1,1.099366515837104,1.0483882572438128
P50069,30-44,Woman,South,No degree,6.5,0.038239,1,1.0373821989528795,1.1009205922340977
P50092,30-44,Man,Scotland/Wales,Degree,6.4,0.052804,1,0.6961,0.7553388210528066
P50144,45-59,Man,North,No degree,4.9,0.043192,1,0.8886324786324786,0.9125361920115775
P50151,45-59,Woman,Midlands,Degree,6.9,0.061237,1,0.6375257731958762,0.5816675551557531
P50163,45-59,Man,North,No degree,5.3,0.043192,1,0.8886324786324786,0.9125361920115775
P50165,60+,Man,Midlands,No degree,5.2,0.01841,1,2.3322522522522524,2.0633025070979794
P50185,60+,Man,North,No degree,3.8,0.01841,1,2.3322522522522524,2.0200816345539305
P50189,45-59,Man,South,Degree,7.4,0.061237,1,0.6375257731958762,0.593083312363701
P50223,18-29,Man,Scotland/Wales,No degree,5.6,0.029482,1,1.099366515837104,1.3733740114543207
P50260,45-59,Man,South,Degree,8.6,0.061237,1,0.6375257731958762,0.593083312363701
P50272,18-29,Man,South,No degree,4.8,0.034173,1,1.099366515837104,1.249205162442292
P50313,30-44,Man,North,No degree,4.8,0.038239,1,1.0373821989528795,1.0571123461325747
P50360,30-44,Man,Midlands,No degree,7.4,0.038239,1,1.0373821989528795,1.0797299063318317
P50422,30-44,Man,South,No degree,4.2,0.038239,1,1.0373821989528795,1.1009205922340977
P50497,45-59,Man,North,No degree,4.7,0.043192,1,0.8886324786324786,0.9125361920115775
P50520,18-29,Non-binary / other,Midlands,No degree,5.2,0.034173,1,1.099366515837104,1.2251602727276898
P50521,18-29,Man,North,Degree,5.9,0.053563,1,0.8527935222672065,0.7485652746153514
P50531,45-59,Man,Scotland/Wales,No degree,4.1,0.038239,1,0.8886324786324786,1.0448164522935846
P50545,30-44,Man,North,No degree,2.3,0.038239,1,1.0373821989528795,1.0571123461325747
P50576,30-44,Woman,Scotland/Wales,Degree,4.0,0.052804,1,0.6961,0.7553388210528066
P50624,45-59,Woman,North,No degree,4.1,0.043192,1,0.8886324786324786,0.9125361920115775
P50648,45-59,Man,Midlands,Degree,5.4,0.061237,1,0.6375257731958762,0.5816675551557531
P50653,30-44,Non-binary / other,South,Degree,8.5,0.057214,1,0.6961,0.6870474807172545
P50670,30-44,Woman,North,Degree,3.1,0.057214,1,0.6961,0.6597082290664027
P50687,30-44,Man,London,No degree,4.6,0.046879,1,1.0373821989528795,0.9239412834314563
P50731,30-44,Woman,London,Degree,6.0,0.063968,1,0.6961,0.5766006518454402
P50766,30-44,Man,North,Degree,6.1,0.057214,1,0.6961,0.6597082290664027
P50786,30-44,Man,North,Degree,6.5,0.057214,1,0.6961,0.6597082290664027
P50797,60+,Man,South,Degree,6.7,0.035381,1,0.9024852071005918,1.3129087016541312
P50819,60+,Man,London,Degree,4.5,0.044016,1,0.9024852071005918,1.1018510866192461
P50820,30-44,Woman,Scotland/Wales,No degree,6.1,0.033374,1,1.0373821989528795,1.2103502094829488
P50823,60+,Woman,Scotland/Wales,Degree,7.9,0.030629,1,0.9024852071005918,1.4434095731231131
P50840,45-59,Man,Midlands,Degree,5.6,0.061237,1,0.6375257731958762,0.5816675551557531
P50868,60+,Man,North,No degree,7.6,0.01841,1,2.3322522522522524,2.0200816345539305
P50919,30-44,Woman,London,Degree,5.7,0.063968,1,0.6961,0.5766006518454402
P50962,45-59,Man,Midlands,Degree,6.2,0.061237,1,0.6375257731958762,0.5816675551557531
P50995,60+,Woman,North,No degree,7.9,0.01841,1,2.3322522522522524,2.0200816345539305
P50999,45-59,Man,South,No degree,7.0,0.043192,1,0.8886324786324786,0.9503529957055676
P51024,30-44,Woman,South,Degree,5.1,0.057214,1,0.6961,0.6870474807172545
P51042,45-59,Man,Scotland/Wales,No degree,6.9,0.038239,1,0.8886324786324786,1.0448164522935846
P51069,45-59,Woman,Scotland/Wales,No degree,7.0,0.038239,1,0.8886324786324786,1.0448164522935846
P51102,30-44,Man,Scotland/Wales,No degree,5.4,0.033374,1,1.0373821989528795,1.2103502094829488
P51124,60+,Man,Scotland/Wales,No degree,3.3,0.015204,1,2.3322522522522524,2.312910485342466
P51125,45-59,Woman,Scotland/Wales,No degree,4.0,0.038239,1,0.8886324786324786,1.0448164522935846
P51143,30-44,Man,South,No degree,4.6,0.038239,1,1.0373821989528795,1.1009205922340977
P51195,30-44,Man,South,Degree,6.4,0.057214,1,0.6961,0.6870474807172545
P51201,45-59,Woman,Midlands,No degree,7.0,0.043192,1,0.8886324786324786,0.9320604576512047
P51213,30-44,Woman,London,No degree,6.4,0.046879,1,1.0373821989528795,0.9239412834314563
P51308,45-59,Man,North,Degree,5.5,0.061237,1,0.6375257731958762,0.5694831182261657
P51344,30-44,Woman,North,Degree,7.9,0.057214,1,0.6961,0.6597082290664027
P51389,30-44,Woman,South,Degree,7.9,0.057214,1,0.6961,0.6870474807172545
P51403,60+,Woman,North,No degree,5.2,0.01841,1,2.3322522522522524,2.0200816345539305
P51417,45-59,Woman,Scotland/Wales,No degree,7.4,0.038239,1,0.8886324786324786,1.0448164522935846
P51421,30-44,Woman,North,Degree,7.0,0.057214,1,0.6961,0.6597082290664027
P51475,18-29,Woman,North,No degree,6.0,0.034173,1,1.099366515837104,1.1994963209748883
P51477,30-44,Man,London,Degree,5.7,0.063968,1,0.6961,0.5766006518454402
P51513,30-44,Woman,South,Degree,3.5,0.057214,1,0.6961,0.6870474807172545
P51537,30-44,Woman,London,Degree,8.3,0.063968,1,0.6961,0.5766006518454402
P51543,60+,Woman,South,Degree,5.8,0.035381,1,0.9024852071005918,1.3129087016541312
P51580,60+,Man,Midlands,No degree,9.2,0.01841,1,2.3322522522522524,2.0633025070979794
P51586,18-29,Man,South,Degree,1.4,0.053563,1,0.8527935222672065,0.7795868891990588
P51610,18-29,Woman,South,Degree,2.3,0.053563,1,0.8527935222672065,0.7795868891990588
P51614,45-59,Woman,South,No degree,4.5,0.043192,1,0.8886324786324786,0.9503529957055676
P51694,60+,Woman,South,Degree,8.3,0.035381,1,0.9024852071005918,1.3129087016541312
P51716,30-44,Woman,Midlands,Degree,4.8,0.057214,1,0.6961,0.6738230869993773
P51728,45-59,Man,North,No degree,5.9,0.043192,1,0.8886324786324786,0.9125361920115775
P51746,60+,Woman,London,Degree,5.7,0.044016,1,0.9024852071005918,1.1018510866192461
P51762,18-29,Woman,North,No degree,4.7,0.034173,1,1.099366515837104,1.1994963209748883
P51813,45-59,Man,Scotland/Wales,No degree,5.5,0.038239,1,0.8886324786324786,1.0448164522935846
P51878,18-29,Woman,South,Degree,5.6,0.053563,1,0.8527935222672065,0.7795868891990588
P51897,45-59,Man,London,No degree,5.3,0.05165,1,0.8886324786324786,0.7975782928932811
P51909,30-44,Woman,South,No degree,5.4,0.038239,1,1.0373821989528795,1.1009205922340977
P51921,60+,Man,North,No degree,8.6,0.01841,1,2.3322522522522524,2.0200816345539305
P51922,30-44,Man,London,Degree,6.1,0.063968,1,0.6961,0.5766006518454402
P51939,60+,Man,South,No degree,9.9,0.01841,1,2.3322522522522524,2.1037967039270837
P51963,30-44,Woman,London,Degree,10.0,0.063968,1,0.6961,0.5766006518454402
P51984,30-44,Woman,Midlands,Degree,6.6,0.057214,1,0.6961,0.6738230869993773
P51990,45-59,Man,Midlands,No degree,2.9,0.043192,1,0.8886324786324786,0.9320604576512047
P52014,45-59,Woman,North,No degree,5.4,0.043192,1,0.8886324786324786,0.9125361920115775
P52030,30-44,Man,Scotland/Wales,Degree,5.2,0.052804,1,0.6961,0.7553388210528066
P52065,18-29,Man,South,Degree,3.9,0.053563,1,0.8527935222672065,0.7795868891990588
P52092,45-59,Woman,Scotland/Wales,No degree,5.4,0.038239,1,0.8886324786324786,1.0448164522935846
P52129,18-29,Man,North,No degree,5.9,0.034173,1,1.099366515837104,1.1994963209748883
P52139,45-59,Non-binary / other,North,No degree,0.3,0.043192,1,0.8886324786324786,0.9125361920115775
P52189,30-44,Man,Midlands,No degree,4.1,0.038239,1,1.0373821989528795,1.0797299063318317
P52190,30-44,Man,North,Degree,5.9,0.057214,1,0.6961,0.6597082290664027
P52222,60+,Man,South,No degree,5.3,0.01841,1,2.3322522522522524,2.1037967039270837
P52297,45-59,Woman,London,No degree,6.1,0.05165,1,0.8886324786324786,0.7975782928932811
P52300,60+,Woman,South,No degree,3.4,0.01841,1,2.3322522522522524,2.1037967039270837
P52309,30-44,Man,North,No degree,3.7,0.038239,1,1.0373821989528795,1.0571123461325747
P52311,18-29,Man,North,Degree,6.4,0.053563,1,0.8527935222672065,0.7485652746153514
P52331,18-29,Woman,London,No degree,6.3,0.042779,1,1.099366515837104,1.0483882572438128
P52367,45-59,Man,North,No degree,6.2,0.043192,1,0.8886324786324786,0.9125361920115775
P52408,45-59,Man,London,No degree,6.3,0.05165,1,0.8886324786324786,0.7975782928932811
P52447,45-59,Man,South,Degree,6.9,0.061237,1,0.6375257731958762,0.593083312363701
P52451,30-44,Woman,Midlands,No degree,3.2,0.038239,1,1.0373821989528795,1.0797299063318317
P52472,60+,Woman,North,No degree,8.4,0.01841,1,2.3322522522522524,2.0200816345539305
P52475,30-44,Woman,North,No degree,5.0,0.038239,1,1.0373821989528795,1.0571123461325747
P52490,45-59,Woman,South,Degree,6.3,0.061237,1,0.6375257731958762,0.593083312363701
P52508,30-44,Man,South,No degree,5.2,0.038239,1,1.0373821989528795,1.1009205922340977
P52514,60+,Man,Scotland/Wales,Degree,9.2,0.030629,1,0.9024852071005918,1.4434095731231131
P52578,45-59,Man,Midlands,Degree,7.6,0.061237,1,0.6375257731958762,0.5816675551557531
P52613,18-29,Woman,London,Degree,6.5,0.060918,1,0.8527935222672065,0.6542638188747341
P52622,60+,Man,South,Degree,7.1,0.035381,1,0.9024852071005918,1.3129087016541312
P52648,18-29,Man,South,Degree,3.1,0.053563,1,0.8527935222672065,0.7795868891990588
P52658,45-59,Man,Scotland/Wales,Degree,4.3,0.057214,1,0.6375257731958762,0.6520347756449332
P52748,18-29,Man,North,Degree,5.5,0.053563,1,0.8527935222672065,0.7485652746153514
P52751,45-59,Man,Midlands,No degree,3.4,0.043192,1,0.8886324786324786,0.9320604576512047
P52761,18-29,Woman,Midlands,No degree,3.8,0.034173,1,1.099366515837104,1.2251602727276898
P52842,45-59,Woman,South,No degree,10.0,0.043192,1,0.8886324786324786,0.9503529957055676
P52856,60+,Woman,North,No degree,6.3,0.01841,1,2.3322522522522524,2.0200816345539305
P52872,45-59,Man,London,No degree,6.9,0.05165,1,0.8886324786324786,0.7975782928932811
P52906,30-44,Woman,Midlands,Degree,6.7,0.057214,1,0.6961,0.6738230869993773
P52908,45-59,Woman,North,No degree,5.4,0.043192,1,0.8886324786324786,0.9125361920115775
P52922,18-29,Woman,North,No degree,5.3,0.034173,1,1.099366515837104,1.1994963209748883
P52996,18-29,Woman,South,Degree,4.3,0.053563,1,0.8527935222672065,0.7795868891990588
P53001,60+,Woman,South,Degree,6.6,0.035381,1,0.9024852071005918,1.3129087016541312
P53022,45-59,Woman,London,Degree,6.1,0.067212,1,0.6375257731958762,0.49774176327748904
P53080,30-44,Man,London,No degree,5.3,0.046879,1,1.0373821989528795,0.9239412834314563
P53084,30-44,Man,London,Degree,6.8,0.063968,1,0.6961,0.5766006518454402
P53095,45-59,Non-binary / other,South,No degree,6.6,0.043192,1,0.8886324786324786,0.9503529957055676
P53099,45-59,Man,Scotland/Wales,Degree,4.9,0.057214,1,0.6375257731958762,0.6520347756449332
P53121,60+,Woman,South,Degree,5.5,0.035381,1,0.9024852071005918,1.3129087016541312
P53208,60+,Woman,London,No degree,3.8,0.025101,1,2.3322522522522524,1.7655992997285437
P53312,45-59,Man,London,Degree,5.8,0.067212,1,0.6375257731958762,0.49774176327748904
P53383,30-44,Man,North,No degree,5.1,0.038239,1,1.0373821989528795,1.0571123461325747
P53413,45-59,Woman,London,Degree,5.0,0.067212,1,0.6375257731958762,0.49774176327748904
P53441,45-59,Woman,London,No degree,7.3,0.05165,1,0.8886324786324786,0.7975782928932811
P53443,18-29,Woman,South,No degree,3.5,0.034173,1,1.099366515837104,1.249205162442292
P53444,18-29,Man,Midlands,No degree,6.2,0.034173,1,1.099366515837104,1.2251602727276898
P53481,45-59,Man,North,Degree,4.9,0.061237,1,0.6375257731958762,0.5694831182261657
